mirna	target_gene	mirna_gene_id	target_gene_id	mirna_chr	target_gene_chr
MIR23A	ARL1	ENSG00000207980	ENSG00000120805	chr19	chr12
NA	ARL1	NA	ENSG00000120805	NA	chr12
MIR92A	MYBPC1	NA	ENSG00000196091	NA	chr12
NA	MYBPC1	NA	ENSG00000196091	NA	chr12
MIR181A	RP11-512N21.3	NA	NA	NA	NA
NA	RP11-512N21.3	NA	NA	NA	NA
MIR193B	NUP37	ENSG00000207639	ENSG00000075188	chr16	chr12
MIR10A	NUP37	ENSG00000284038	ENSG00000075188	chr17	chr12
NA	PARPBP	NA	ENSG00000185480	NA	chr12
MIR17	PARPBP	ENSG00000284536	ENSG00000185480	chr13	chr12
MIR320A	IGF1	ENSG00000208037	ENSG00000017427	chr8	chr12
MIR320C	IGF1	NA	ENSG00000017427	NA	chr12
MIR92A	NT5DC3	NA	ENSG00000111696	NA	chr12
MIR128	HSP90B1	ENSG00000207654	ENSG00000166598	chr2	chr12
MIR128	HSP90B1	ENSG00000207625	ENSG00000166598	chr3	chr12
MIR26B	HSP90B1	ENSG00000199121	ENSG00000166598	chr2	chr12
NA	HSP90B1	NA	ENSG00000166598	NA	chr12
MIR25	TDG	ENSG00000207547	ENSG00000139372	chr7	chr12
NA	TDG	NA	ENSG00000139372	NA	chr12
MIR125B	TDG	NA	ENSG00000139372	NA	chr12
MIR125A	TDG	ENSG00000208008	ENSG00000139372	chr19	chr12
MIR27A	TDG	ENSG00000207808	ENSG00000139372	chr19	chr12
NA	HCFC2	NA	ENSG00000111727	NA	chr12
MIR19B	HCFC2	NA	ENSG00000111727	NA	chr12
NA	TXNRD1	NA	ENSG00000198431	NA	chr12
MIR374A	TXNRD1	ENSG00000199168	ENSG00000198431	chrX	chr12
MIR191	ALDH1L2	ENSG00000207605	ENSG00000136010	chr3	chr12
MIR191	C12orf45	ENSG00000207605	ENSG00000151131	chr3	chr12
NA	ALDH1L2	NA	ENSG00000136010	NA	chr12
NA	C12orf45	NA	ENSG00000151131	NA	chr12
MIR877	CKAP4	ENSG00000216101	ENSG00000136026	chr6	chr12
MIR615	CKAP4	ENSG00000207571	ENSG00000136026	chr12	chr12
MIR320C	TCP11L2	NA	ENSG00000166046	NA	chr12
MIR320A	TCP11L2	ENSG00000208037	ENSG00000166046	chr8	chr12
MIR301A	RIC8B	ENSG00000207996	ENSG00000111785	chr17	chr12
NA	RIC8B	NA	ENSG00000111785	NA	chr12
MIR92B	PWP1	ENSG00000284586	ENSG00000136045	chr1	chr12
NA	PWP1	NA	ENSG00000136045	NA	chr12
MIR18A	PWP1	ENSG00000283815	ENSG00000136045	chr13	chr12
MIR23A	RP11-864J10.4	ENSG00000207980	NA	chr19	NA
NA	RP11-864J10.4	NA	NA	NA	NA
MIRLET7F	SART3	NA	ENSG00000075856	NA	chr12
MIRLET7G	SART3	ENSG00000199150	ENSG00000075856	chr3	chr12
MIR210	ISCU	ENSG00000199038	ENSG00000136003	chr11	chr12
NA	ISCU	NA	ENSG00000136003	NA	chr12
NA	SSH1	NA	ENSG00000084112	NA	chr12
MIR877	SSH1	ENSG00000216101	ENSG00000084112	chr6	chr12
NA	USP30	NA	ENSG00000135093	NA	chr12
NA	USP30	NA	ENSG00000256262	NA	chr12
MIR877	USP30	ENSG00000216101	ENSG00000135093	chr6	chr12
MIR877	USP30	ENSG00000216101	ENSG00000256262	chr6	chr12
NA	UNG	NA	ENSG00000076248	NA	chr12
MIR1292	UNG	ENSG00000284481	ENSG00000076248	chr20	chr12
MIR125B	UNG	NA	ENSG00000076248	NA	chr12
MIR17	UNG	ENSG00000284536	ENSG00000076248	chr13	chr12
MIR196A	GLTP	NA	ENSG00000139433	NA	chr12
MIR25	GIT2	ENSG00000207547	ENSG00000139436	chr7	chr12
NA	GIT2	NA	ENSG00000139436	NA	chr12
MIR18A	C12orf76	ENSG00000283815	ENSG00000174456	chr13	chr12
NA	C12orf76	NA	ENSG00000174456	NA	chr12
NA	ATP2A2	NA	ENSG00000174437	NA	chr12
MIR23A	ATP2A2	ENSG00000207980	ENSG00000174437	chr19	chr12
MIRLET7C	ATP2A2	ENSG00000199030	ENSG00000174437	chr21	chr12
MIRLET7A	ATP2A2	NA	ENSG00000174437	NA	chr12
MIRLET7F	ATP2A2	NA	ENSG00000174437	NA	chr12
MIRLET7B	ATP2A2	ENSG00000284520	ENSG00000174437	chr22	chr12
MIR31	ATP2A2	ENSG00000199177	ENSG00000174437	chr9	chr12
MIR221	ATP2A2	ENSG00000207870	ENSG00000174437	chrX	chr12
MIR18A	ANAPC7	ENSG00000283815	ENSG00000196510	chr13	chr12
NA	ANAPC7	NA	ENSG00000196510	NA	chr12
MIR26A	ANAPC7	NA	ENSG00000196510	NA	chr12
MIR26A	RP11-478C19.2	NA	NA	NA	NA
NA	RP11-478C19.2	NA	NA	NA	NA
MIR192	ARPC3	ENSG00000283926	ENSG00000111229	chr11	chr12
MIR192	RP11-478C19.2	ENSG00000283926	NA	chr11	NA
NA	ARPC3	NA	ENSG00000111229	NA	chr12
MIR149	FAM216A	ENSG00000207611	ENSG00000204856	chr2	chr12
NA	FAM216A	NA	ENSG00000204856	NA	chr12
NA	VPS29	NA	ENSG00000111237	NA	chr12
MIR708	VPS29	ENSG00000211997	ENSG00000111237	chr11	chr12
NA	PPTC7	NA	ENSG00000196850	NA	chr12
MIR93	PPTC7	ENSG00000207757	ENSG00000196850	chr7	chr12
MIR27A	PPP1CC	ENSG00000207808	ENSG00000186298	chr19	chr12
NA	PPP1CC	NA	ENSG00000186298	NA	chr12
MIR101	PPP1CC	ENSG00000199135	ENSG00000186298	chr1	chr12
MIR101	PPP1CC	ENSG00000199065	ENSG00000186298	chr9	chr12
MIR92A	PPP1CC	NA	ENSG00000186298	NA	chr12
MIR19A	PPP1CC	ENSG00000284204	ENSG00000186298	chr13	chr12
MIR484	PPP1CC	ENSG00000283736	ENSG00000186298	chr16	chr12
MIR26A	PPP1CC	NA	ENSG00000186298	NA	chr12
MIR15B	PPP1CC	ENSG00000207779	ENSG00000186298	chr3	chr12
MIR26B	PPP1CC	ENSG00000199121	ENSG00000186298	chr2	chr12
MIR16	PPP1CC	ENSG00000198987	ENSG00000186298	chr3	chr12
MIR16	PPP1CC	ENSG00000208006	ENSG00000186298	chr13	chr12
MIR185	PPP1CC	ENSG00000208023	ENSG00000186298	chr22	chr12
NA	SH2B3	NA	ENSG00000111252	NA	chr12
MIR877	SH2B3	ENSG00000216101	ENSG00000111252	chr6	chr12
NA	ERP29	NA	ENSG00000089248	NA	chr12
MIR744	ERP29	ENSG00000266297	ENSG00000089248	chr17	chr12
MIR3657	MIR3657	ENSG00000266370	ENSG00000266370	chr12	chr12
NA	MIR3657	NA	ENSG00000266370	NA	chr12
NA	NAA25	NA	ENSG00000111300	NA	chr12
MIR92A	NAA25	NA	ENSG00000111300	NA	chr12
MIR181A	NAA25	NA	ENSG00000111300	NA	chr12
NA	RPL6	NA	ENSG00000089009	NA	chr12
MIR182	RPL6	ENSG00000207990	ENSG00000089009	chr7	chr12
MIR652	RPL6	ENSG00000208013	ENSG00000089009	chrX	chr12
MIR193B	RPL6	ENSG00000207639	ENSG00000089009	chr16	chr12
MIR1226	RPL6	ENSG00000221585	ENSG00000089009	chr3	chr12
MIR361	RPL6	ENSG00000199051	ENSG00000089009	chrX	chr12
MIR149	RPL6	ENSG00000207611	ENSG00000089009	chr2	chr12
MIR186	RPL6	ENSG00000207721	ENSG00000089009	chr1	chr12
MIR197	RPL6	ENSG00000284443	ENSG00000089009	chr1	chr12
MIR30D	RPL6	ENSG00000199153	ENSG00000089009	chr8	chr12
MIR342	RPL6	ENSG00000199082	ENSG00000089009	chr14	chr12
MIR320B	RP11-545P7.4	NA	NA	NA	NA
MIR320A	RP11-545P7.4	ENSG00000208037	NA	chr8	NA
NA	RP11-545P7.4	NA	NA	NA	NA
MIR130A	TPCN1	ENSG00000208009	ENSG00000186815	chr11	chr12
NA	TPCN1	NA	ENSG00000186815	NA	chr12
MIR19A	TPCN1	ENSG00000284204	ENSG00000186815	chr13	chr12
MIR16	RP11-115H15.2	ENSG00000198987	NA	chr3	NA
MIR16	RP11-115H15.2	ENSG00000208006	NA	chr13	NA
NA	RP11-115H15.2	NA	NA	NA	NA
NA	C12orf49	NA	NA	NA	NA
MIRLET7B	C12orf49	ENSG00000284520	NA	chr22	NA
NA	FBXO21	NA	ENSG00000135108	NA	chr12
MIR122	FBXO21	ENSG00000284440	ENSG00000135108	chr18	chr12
MIR339	RFC5	ENSG00000199023	ENSG00000111445	chr7	chr12
NA	RFC5	NA	ENSG00000111445	NA	chr12
NA	WSB2	NA	ENSG00000176871	NA	chr12
MIR193B	WSB2	ENSG00000207639	ENSG00000176871	chr16	chr12
MIR615	WSB2	ENSG00000207571	ENSG00000176871	chr12	chr12
MIR194	PEBP1	ENSG00000207624	ENSG00000089220	chr1	chr12
MIR194	PEBP1	ENSG00000229719	ENSG00000089220	chr11	chr12
MIR194	PEBP1	ENSG00000284155	ENSG00000089220	chr11	chr12
NA	PEBP1	NA	ENSG00000089220	NA	chr12
MIR197	SUDS3	ENSG00000284443	ENSG00000111707	chr1	chr12
MIR99A	SUDS3	ENSG00000207638	ENSG00000111707	chr21	chr12
NA	CIT	NA	ENSG00000122966	NA	chr12
MIR92A	CIT	NA	ENSG00000122966	NA	chr12
MIR30D	RAB35	ENSG00000199153	ENSG00000111737	chr8	chr12
MIR760	RAB35	ENSG00000211575	ENSG00000111737	chr1	chr12
MIRLET7A	GCN1L1	NA	NA	NA	NA
NA	GCN1L1	NA	NA	NA	NA
MIR30E	RPLP0	ENSG00000198974	ENSG00000089157	chr1	chr12
MIR30D	RPLP0	ENSG00000199153	ENSG00000089157	chr8	chr12
MIR365A	RPLP0	ENSG00000199130	ENSG00000089157	chr16	chr12
NA	RPLP0	NA	ENSG00000089157	NA	chr12
MIR505	RPLP0	ENSG00000207633	ENSG00000089157	chrX	chr12
MIR149	RPLP0	ENSG00000207611	ENSG00000089157	chr2	chr12
MIR15B	RPLP0	ENSG00000207779	ENSG00000089157	chr3	chr12
MIR331	RPLP0	ENSG00000199172	ENSG00000089157	chr12	chr12
MIR125B	RPLP0	NA	ENSG00000089157	NA	chr12
MIR183	RPLP0	ENSG00000207691	ENSG00000089157	chr7	chr12
MIR16	RPLP0	ENSG00000198987	ENSG00000089157	chr3	chr12
MIR16	RPLP0	ENSG00000208006	ENSG00000089157	chr13	chr12
MIR484	RPLP0	ENSG00000283736	ENSG00000089157	chr16	chr12
MIR324	RPLP0	ENSG00000199053	ENSG00000089157	chr17	chr12
NA	RNU4-2	NA	NA	NA	NA
MIR1908	RNU4-2	ENSG00000284416	NA	chr11	NA
MIR26B	RNU4-2	ENSG00000199121	NA	chr2	NA
NA	RNU4-1	NA	NA	NA	NA
MIR92A	RNU4-1	NA	NA	NA	NA
MIR130B	RNF10	ENSG00000283871	ENSG00000022840	chr22	chr12
MIR484	RNF10	ENSG00000283736	ENSG00000022840	chr16	chr12
MIR222	RNF10	ENSG00000207725	ENSG00000022840	chrX	chr12
NA	RNF10	NA	ENSG00000022840	NA	chr12
NA	RP11-173P15.3	NA	NA	NA	NA
MIR19A	RP11-173P15.3	ENSG00000284204	NA	chr13	NA
NA	MIR4700	NA	ENSG00000284143	NA	chr12
NA	RP11-173P15.5	NA	NA	NA	NA
MIR106B	MIR4700	ENSG00000208036	ENSG00000284143	chr7	chr12
MIR106B	RP11-173P15.5	ENSG00000208036	NA	chr7	NA
NA	SPPL3	NA	ENSG00000157837	NA	chr12
MIR103A	SPPL3	NA	ENSG00000157837	NA	chr12
MIR30C	RNF34	NA	ENSG00000170633	NA	chr12
MIR30B	RNF34	ENSG00000207582	ENSG00000170633	chr8	chr12
MIR17	ORAI1	ENSG00000284536	ENSG00000276045	chr13	chr12
NA	ORAI1	NA	ENSG00000276045	NA	chr12
MIR25	SETD1B	ENSG00000207547	ENSG00000139718	chr7	chr12
MIR92A	SETD1B	NA	ENSG00000139718	NA	chr12
NA	BCL7A	NA	ENSG00000110987	NA	chr12
MIR24	BCL7A	ENSG00000284459	ENSG00000110987	chr9	chr12
MIR24	BCL7A	ENSG00000284387	ENSG00000110987	chr19	chr12
MIR877	MLXIP	ENSG00000216101	ENSG00000175727	chr6	chr12
NA	MLXIP	NA	ENSG00000175727	NA	chr12
MIR130B	CLIP1	ENSG00000283871	ENSG00000130779	chr22	chr12
MIR130B	CLIP1	ENSG00000283871	ENSG00000257097	chr22	chr12
NA	CLIP1	NA	ENSG00000130779	NA	chr12
NA	CLIP1	NA	ENSG00000257097	NA	chr12
MIR197	RSRC2	ENSG00000284443	ENSG00000111011	chr1	chr12
NA	RSRC2	NA	ENSG00000111011	NA	chr12
MIR26B	RSRC2	ENSG00000199121	ENSG00000111011	chr2	chr12
NA	DENR	NA	ENSG00000139726	NA	chr12
MIR425	DENR	ENSG00000199032	ENSG00000139726	chr3	chr12
MIR221	DENR	ENSG00000207870	ENSG00000139726	chrX	chr12
MIRLET7B	DENR	ENSG00000284520	ENSG00000139726	chr22	chr12
MIR106B	DENR	ENSG00000208036	ENSG00000139726	chr7	chr12
MIR148A	DENR	ENSG00000199085	ENSG00000139726	chr7	chr12
MIR92A	MPHOSPH9	NA	ENSG00000051825	NA	chr12
NA	MPHOSPH9	NA	ENSG00000051825	NA	chr12
MIR331	C12orf65	ENSG00000199172	ENSG00000130921	chr12	chr12
MIR18A	CDK2AP1	ENSG00000283815	ENSG00000111328	chr13	chr12
NA	CDK2AP1	NA	ENSG00000111328	NA	chr12
MIR218	SBNO1	ENSG00000207732	ENSG00000139697	chr4	chr12
MIR218	SBNO1	ENSG00000207732	ENSG00000256092	chr4	chr12
MIR218	SBNO1	ENSG00000207739	ENSG00000139697	chr5	chr12
MIR218	SBNO1	ENSG00000207739	ENSG00000256092	chr5	chr12
NA	SBNO1	NA	ENSG00000139697	NA	chr12
NA	SBNO1	NA	ENSG00000256092	NA	chr12
MIR122	SBNO1	ENSG00000284440	ENSG00000139697	chr18	chr12
MIR122	SBNO1	ENSG00000284440	ENSG00000256092	chr18	chr12
MIR196A	SBNO1	NA	ENSG00000139697	NA	chr12
MIR196A	SBNO1	NA	ENSG00000256092	NA	chr12
MIR188	SBNO1	ENSG00000207768	ENSG00000139697	chrX	chr12
MIR188	SBNO1	ENSG00000207768	ENSG00000256092	chrX	chr12
NA	TMED2	NA	ENSG00000247373	NA	chr12
NA	TMED2	NA	ENSG00000086598	NA	chr12
MIR15B	TMED2	ENSG00000207779	ENSG00000247373	chr3	chr12
MIR15B	TMED2	ENSG00000207779	ENSG00000086598	chr3	chr12
MIR16	TMED2	ENSG00000198987	ENSG00000247373	chr3	chr12
MIR16	TMED2	ENSG00000198987	ENSG00000086598	chr3	chr12
MIR16	TMED2	ENSG00000208006	ENSG00000247373	chr13	chr12
MIR16	TMED2	ENSG00000208006	ENSG00000086598	chr13	chr12
MIR93	GTF2H3	ENSG00000207757	ENSG00000111358	chr7	chr12
NA	GTF2H3	NA	ENSG00000111358	NA	chr12
MIR2110	NCOR2	ENSG00000284442	ENSG00000196498	chr10	chr12
NA	NCOR2	NA	ENSG00000196498	NA	chr12
MIR324	SCARB1	ENSG00000199053	ENSG00000073060	chr17	chr12
NA	SCARB1	NA	ENSG00000073060	NA	chr12
MIR877	SCARB1	ENSG00000216101	ENSG00000073060	chr6	chr12
NA	UBC	NA	ENSG00000150991	NA	chr12
MIR106B	UBC	ENSG00000208036	ENSG00000150991	chr7	chr12
MIR17	UBC	ENSG00000284536	ENSG00000150991	chr13	chr12
MIR18A	UBC	ENSG00000283815	ENSG00000150991	chr13	chr12
MIR324	UBC	ENSG00000199053	ENSG00000150991	chr17	chr12
MIR615	UBC	ENSG00000207571	ENSG00000150991	chr12	chr12
MIR769	UBC	ENSG00000211580	ENSG00000150991	chr19	chr12
MIR877	UBC	ENSG00000216101	ENSG00000150991	chr6	chr12
MIR296	UBC	ENSG00000284040	ENSG00000150991	chr20	chr12
MIR27A	RP11-575F12.1	ENSG00000207808	NA	chr19	NA
MIR27A	RP11-575F12.2	ENSG00000207808	NA	chr19	NA
MIR181A	RP11-575F12.1	NA	NA	NA	NA
MIR181A	RP11-575F12.2	NA	NA	NA	NA
MIR23A	RP11-575F12.2	ENSG00000207980	NA	chr19	NA
NA	RP11-575F12.2	NA	NA	NA	NA
MIR162	AC079949.1	NA	NA	NA	NA
MIR423	AC079949.1	ENSG00000283935	NA	chr17	NA
MIR26B	AC079949.1	ENSG00000199121	NA	chr2	NA
NA	AC079949.1	NA	NA	NA	NA
MIR99A	AC079949.1	ENSG00000207638	NA	chr21	NA
MIR194	AC079949.1	ENSG00000207624	NA	chr1	NA
MIR194	AC079949.1	ENSG00000229719	NA	chr11	NA
MIR194	AC079949.1	ENSG00000284155	NA	chr11	NA
MIR92A	AC079949.1	NA	NA	NA	NA
MIR30A	AC079949.1	ENSG00000207827	NA	chr6	NA
MIR196A	AC079949.1	NA	NA	NA	NA
MIR744	AC079949.1	ENSG00000266297	NA	chr17	NA
MIR27A	AC079949.1	ENSG00000207808	NA	chr19	NA
MIR17	AC079949.1	ENSG00000284536	NA	chr13	NA
MIR501	AC079949.1	ENSG00000211538	NA	chrX	NA
MIR26A	AC079949.1	NA	NA	NA	NA
MIR122	AC079949.1	ENSG00000284440	NA	chr18	NA
MIR18A	AC079949.1	ENSG00000283815	NA	chr13	NA
MIR221	AC079949.1	ENSG00000207870	NA	chrX	NA
MIR151A	SLC15A4	ENSG00000254324	ENSG00000139370	chr8	chr12
NA	SLC15A4	NA	ENSG00000139370	NA	chr12
MIR320A	RAN	ENSG00000208037	ENSG00000132341	chr8	chr12
MIR22	RAN	ENSG00000283824	ENSG00000132341	chr17	chr12
MIR744	RAN	ENSG00000266297	ENSG00000132341	chr17	chr12
MIR149	RAN	ENSG00000207611	ENSG00000132341	chr2	chr12
NA	RAN	NA	ENSG00000132341	NA	chr12
MIR615	RAN	ENSG00000207571	ENSG00000132341	chr12	chr12
MIR92B	RAN	ENSG00000284586	ENSG00000132341	chr1	chr12
MIR339	RAN	ENSG00000199023	ENSG00000132341	chr7	chr12
MIR16	RAN	ENSG00000198987	ENSG00000132341	chr3	chr12
MIR16	RAN	ENSG00000208006	ENSG00000132341	chr13	chr12
MIR194	RAN	ENSG00000207624	ENSG00000132341	chr1	chr12
MIR194	RAN	ENSG00000229719	ENSG00000132341	chr11	chr12
MIR194	RAN	ENSG00000284155	ENSG00000132341	chr11	chr12
MIR1260B	RAN	ENSG00000266192	ENSG00000132341	chr11	chr12
NA	SFSWAP	NA	ENSG00000061936	NA	chr12
MIRLET7A	SFSWAP	NA	ENSG00000061936	NA	chr12
MIR27A	MMP17	ENSG00000207808	ENSG00000198598	chr19	chr12
NA	MMP17	NA	ENSG00000198598	NA	chr12
MIR103A	ULK1	NA	ENSG00000177169	NA	chr12
MIR320A	ULK1	ENSG00000208037	ENSG00000177169	chr8	chr12
MIR193B	PUS1	ENSG00000207639	ENSG00000177192	chr16	chr12
NA	PUS1	NA	ENSG00000177192	NA	chr12
MIR122	EP400	ENSG00000284440	ENSG00000183495	chr18	chr12
MIR320A	EP400	ENSG00000208037	ENSG00000183495	chr8	chr12
MIR365A	EP400	ENSG00000199130	ENSG00000183495	chr16	chr12
MIR365A	RP13-820C6.2	ENSG00000199130	NA	chr16	NA
NA	EP400	NA	ENSG00000183495	NA	chr12
NA	RP13-820C6.2	NA	NA	NA	NA
MIR4279	NOC4L	ENSG00000266243	ENSG00000184967	chr5	chr12
MIR4279	RP13-977J11.2	ENSG00000266243	NA	chr5	NA
MIR27A	NOC4L	ENSG00000207808	ENSG00000184967	chr19	chr12
MIR27A	RP13-977J11.2	ENSG00000207808	NA	chr19	NA
NA	ZNF84	NA	ENSG00000246394	NA	chr12
NA	ZNF84	NA	ENSG00000198040	NA	chr12
MIR92A	ZNF84	NA	ENSG00000246394	NA	chr12
MIR92A	ZNF84	NA	ENSG00000198040	NA	chr12
MIR92A	ZNF10	NA	ENSG00000256223	NA	chr12
NA	ZNF10	NA	ENSG00000256223	NA	chr12
MIR196A	ZMYM5	NA	ENSG00000132950	NA	chr13
NA	ZMYM5	NA	ENSG00000132950	NA	chr13
NA	LATS2	NA	ENSG00000150457	NA	chr13
NA	LATS2	NA	ENSG00000233851	NA	chr13
MIR25	LATS2	ENSG00000207547	ENSG00000150457	chr7	chr13
MIR25	LATS2	ENSG00000207547	ENSG00000233851	chr7	chr13
MIR17	LATS2	ENSG00000284536	ENSG00000150457	chr13	chr13
MIR17	LATS2	ENSG00000284536	ENSG00000233851	chr13	chr13
MIR196A	SAP18	NA	ENSG00000150459	NA	chr13
NA	SAP18	NA	ENSG00000150459	NA	chr13
MIR324	SAP18	ENSG00000199053	ENSG00000150459	chr17	chr13
MIR484	SAP18	ENSG00000283736	ENSG00000150459	chr16	chr13
MIR877	SAP18	ENSG00000216101	ENSG00000150459	chr6	chr13
MIR30A	RNA5SP25	ENSG00000207827	ENSG00000222747	chr6	chr13
MIR30A	ZDHHC20	ENSG00000207827	ENSG00000180776	chr6	chr13
MIR30A	ZDHHC20	ENSG00000207827	ENSG00000236953	chr6	chr13
NA	RNA5SP25	NA	ENSG00000222747	NA	chr13
NA	ZDHHC20	NA	ENSG00000180776	NA	chr13
NA	ZDHHC20	NA	ENSG00000236953	NA	chr13
MIR194	TNFRSF19	ENSG00000207624	ENSG00000127863	chr1	chr13
MIR194	TNFRSF19	ENSG00000229719	ENSG00000127863	chr11	chr13
MIR194	TNFRSF19	ENSG00000284155	ENSG00000127863	chr11	chr13
MIR27A	TNFRSF19	ENSG00000207808	ENSG00000127863	chr19	chr13
MIR192	SPATA13	ENSG00000283926	ENSG00000182957	chr11	chr13
MIR192	SPATA13	ENSG00000283926	ENSG00000228741	chr11	chr13
MIR192	SPATA13	ENSG00000283926	ENSG00000227213	chr11	chr13
NA	SPATA13	NA	ENSG00000182957	NA	chr13
NA	SPATA13	NA	ENSG00000228741	NA	chr13
NA	SPATA13	NA	ENSG00000227213	NA	chr13
MIR1260B	PARP4	ENSG00000266192	ENSG00000102699	chr11	chr13
NA	PARP4	NA	ENSG00000102699	NA	chr13
MIR130B	ATP12A	ENSG00000283871	ENSG00000075673	chr22	chr13
MIR130B	RNY1P7	ENSG00000283871	ENSG00000207474	chr22	chr13
MIR454	ATP12A	ENSG00000211514	ENSG00000075673	chr17	chr13
MIR454	RNY1P7	ENSG00000211514	ENSG00000207474	chr17	chr13
NA	NUPL1	NA	NA	NA	NA
MIRLET7A	NUPL1	NA	NA	NA	NA
MIRLET7C	NUPL1	ENSG00000199030	NA	chr21	NA
MIR374A	NUPL1	ENSG00000199168	NA	chrX	NA
MIR194	NUPL1	ENSG00000207624	NA	chr1	NA
MIR194	NUPL1	ENSG00000229719	NA	chr11	NA
MIR194	NUPL1	ENSG00000284155	NA	chr11	NA
MIR222	SHISA2	ENSG00000207725	ENSG00000180730	chrX	chr13
MIR183	SHISA2	ENSG00000207691	ENSG00000180730	chr7	chr13
MIR652	RPL21	ENSG00000208013	ENSG00000122026	chrX	chr13
MIR221	RPL21	ENSG00000207870	ENSG00000122026	chrX	chr13
MIR100	RPL21	ENSG00000207994	ENSG00000122026	chr11	chr13
MIR17	RPL21	ENSG00000284536	ENSG00000122026	chr13	chr13
MIR106B	RPL21	ENSG00000208036	ENSG00000122026	chr7	chr13
MIR20A	RPL21	ENSG00000283762	ENSG00000122026	chr13	chr13
NA	POLR1D	NA	ENSG00000186184	NA	chr13
MIR374A	POLR1D	ENSG00000199168	ENSG00000186184	chrX	chr13
MIR26B	ATP5EP2	ENSG00000199121	NA	chr2	NA
NA	ATP5EP2	NA	NA	NA	NA
MIR301A	POMP	ENSG00000207996	ENSG00000132963	chr17	chr13
NA	POMP	NA	ENSG00000132963	NA	chr13
MIR671	SLC7A1	ENSG00000284191	ENSG00000139514	chr7	chr13
NA	SLC7A1	NA	ENSG00000139514	NA	chr13
MIR92A	SLC7A1	NA	ENSG00000139514	NA	chr13
MIR548H	AL356750.1	NA	NA	NA	NA
MIR548H	KATNAL1	NA	ENSG00000102781	NA	chr13
MIR548J	AL356750.1	ENSG00000221760	NA	chr22	NA
MIR548J	KATNAL1	ENSG00000221760	ENSG00000102781	chr22	chr13
MIR17	LINC00426	ENSG00000284536	ENSG00000238121	chr13	chr13
MIR17	LINC00427	ENSG00000284536	ENSG00000236463	chr13	chr13
MIR27A	LINC00426	ENSG00000207808	ENSG00000238121	chr19	chr13
MIR27A	LINC00427	ENSG00000207808	ENSG00000236463	chr19	chr13
MIR21	LINC00426	ENSG00000284190	ENSG00000238121	chr17	chr13
MIR21	LINC00427	ENSG00000284190	ENSG00000236463	chr17	chr13
MIR100	HMGB1	ENSG00000207994	ENSG00000189403	chr11	chr13
MIR148A	HMGB1	ENSG00000199085	ENSG00000189403	chr7	chr13
MIR148B	HMGB1	ENSG00000199122	ENSG00000189403	chr12	chr13
MIRLET7B	HMGB1	ENSG00000284520	ENSG00000189403	chr22	chr13
MIR26B	HMGB1	ENSG00000199121	ENSG00000189403	chr2	chr13
MIRLET7G	HMGB1	ENSG00000199150	ENSG00000189403	chr3	chr13
MIR652	HMGB1	ENSG00000208013	ENSG00000189403	chrX	chr13
MIR18A	HMGB1	ENSG00000283815	ENSG00000189403	chr13	chr13
MIR877	HMGB1	ENSG00000216101	ENSG00000189403	chr6	chr13
MIR92A	HMGB1	NA	ENSG00000189403	NA	chr13
MIR328	HMGB1	ENSG00000207948	ENSG00000189403	chr16	chr13
NA	HSPH1	NA	ENSG00000120694	NA	chr13
MIR30C	HSPH1	NA	ENSG00000120694	NA	chr13
MIR16	HSPH1	ENSG00000198987	ENSG00000120694	chr3	chr13
MIR16	HSPH1	ENSG00000208006	ENSG00000120694	chr13	chr13
NA	N4BP2L2	NA	ENSG00000244754	NA	chr13
NA	N4BP2L2	NA	ENSG00000281026	NA	chr13
MIR484	N4BP2L2	ENSG00000283736	ENSG00000244754	chr16	chr13
MIR484	N4BP2L2	ENSG00000283736	ENSG00000281026	chr16	chr13
MIR320E	PDS5B	ENSG00000211513	ENSG00000083642	chr19	chr13
MIR320A	PDS5B	ENSG00000208037	ENSG00000083642	chr8	chr13
MIR193B	PDS5B	ENSG00000207639	ENSG00000083642	chr16	chr13
NA	PDS5B	NA	ENSG00000083642	NA	chr13
MIR20A	RFC3	ENSG00000283762	ENSG00000133119	chr13	chr13
MIR93	RFC3	ENSG00000207757	ENSG00000133119	chr7	chr13
NA	RFC3	NA	ENSG00000133119	NA	chr13
MIR186	RFC3	ENSG00000207721	ENSG00000133119	chr1	chr13
MIRLET7B	EXOSC8	ENSG00000284520	ENSG00000120699	chr22	chr13
MIRLET7B	SUPT20H	ENSG00000284520	ENSG00000102710	chr22	chr13
NA	EXOSC8	NA	ENSG00000120699	NA	chr13
NA	SUPT20H	NA	ENSG00000102710	NA	chr13
NA	PROSER1	NA	ENSG00000120685	NA	chr13
MIR196A	PROSER1	NA	ENSG00000120685	NA	chr13
NA	NHLRC3	NA	ENSG00000188811	NA	chr13
MIR92A	NHLRC3	NA	ENSG00000188811	NA	chr13
MIR30A	ELF1	ENSG00000207827	ENSG00000120690	chr6	chr13
NA	ELF1	NA	ENSG00000120690	NA	chr13
MIR130A	ELF1	ENSG00000208009	ENSG00000120690	chr11	chr13
MIR19A	ELF1	ENSG00000284204	ENSG00000120690	chr13	chr13
MIR20A	WBP4	ENSG00000283762	ENSG00000120688	chr13	chr13
NA	WBP4	NA	ENSG00000120688	NA	chr13
NA	KBTBD6	NA	ENSG00000165572	NA	chr13
MIR10B	KBTBD6	ENSG00000207744	ENSG00000165572	chr2	chr13
